text,tweet_type,lang
"YWCA's across the country stand together in support of Black Lives Matter and national civil rights activists to harness our collective voice to end police brutality against people of color. Ask yourself, what can you do today to fight for racial justice? #BlackLivesMatter https://t.co/x64SVKXooN",original,en
"@davidmweissman One cop who murdered George Floyd, was bailed out of jail.",original,en
"@MiamiDadePA, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/nArtGvsgvk)  #BlackLivesMatter",original,en
Federal Arrests Show No Sign that Antifa Plotted Protests via @NYTimes You mean the so-called president just made something up??  Again? https://t.co/X1JB3Rbe9r,original,en
Will the protest translate to the polls in November? Recent surge in voter registration is an encouraging sign https://t.co/wH5LdycvQ2,original,en
Race and social change ‰ÛÒ The power of protest and the legacy of George Floyd https://t.co/JFJjRrOfbt,original,en
"#defundthepolice is a call to shift funding to programs that will actually help ppl in ways the police are unqualified, unable and unwilling to. It's a shift from policing to actually 'protecting and serving'  It's long overdue.  #DefundThePolice #PoliceViolence #BlackLivesMatter https://t.co/kkaN6aw5Aq",original,en
Health care workers at Emanate Health Queen of the Valley Hospital remembers the life of George Floyd in California. #protest #HealthcareHeroes #doctors #nurses #coronavirus #COVID19 #pandemic #GeorgeFloyd #losangeles #westcovina #California https://t.co/JeufFOlCXa,original,en
"@FLDFS, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/nArtGvsgvk)  #BlackLivesMatter",original,en
"All black people want is to not be targeted by a violent, tyrannical, and militarily equipped police force.   And all white people want is an open floor plan and home office. @hgtv #BLM",original,en
George Floyd's Daughter Gianna Offered Full Scholarship From Texas Southern University - Democratic Underground https://t.co/s3BEmvsNTO via @demunderground,original,en
"The ATS calls for a moratorium on the use of tear gas and other chemical agents deployed by law enforcement against protestors participating in demonstrations, including current campaigns sparked by the death of George Floyd. Read more: https://t.co/lYgaQ62vu1",original,en
when people throw out stats to try and disprove BLM just remember that the data they used to produce the stats most likely came from.... you guessed it.... the police,original,en
"Top NYPD official Terence Monahan, who ordered attacks on protesters at the 2004 GOP convention, defends his embattled department's beatings and assaults on civilians protesting widespread police brutality and extrajudicial killings. https://t.co/kWT8T8y6us via @gothamist",original,en
#OutlawRacismNOW #FireRacistCops Photos show teen protester's bloodied face after he 'beaten' by cops https://t.co/CYi3rrfu3I @MailOnline,original,en
"#More than 1,200 ex-Justice Department workers want Barr investigated after George Floyd protests is now trending on https://t.co/ddpnUxHq0t... https://t.co/8HDzkPcXL6",original,en
"Speaker @melissahortman: ""Minnesotans have come out by the thousands to raise their voices in support of justice for George Floyd, Philando Castile and so many others."" #mnleg",original,en
@realdonaldtrump You seem really low IQ. Do you qualify for the police force? #BLM https://t.co/3odXgjf3uH,original,en
H.E.R. Debuts New Song 'I Can't Breathe' In Honor Of George Floyd https://t.co/7pwfvitF3h,original,en
"RIP George Floyd, my deepest condolences to George Floyd‰Ûªs family,friends, African Descendants &amp; humans with any decency &amp; support the movement against RACISM,SYSTEMIC RACISM &amp; POLICE BRUTALITY(Use of Systemic Racism).We wont forget what they did to you &amp; what you‰Ûªve done for us.",original,en
No ‰_@SpeakerPelosi‰©  police unions don‰Ûªt need to be a part of the discussion. They‰Ûªve actually contributed to the problem and are trying to save their asses now.  #BlackLivesMatter #PoliceBrutality #JusticeForBreonnaTaylor #JusticeInPolicing  https://t.co/Fu4mQI9lPw,original,en
The Economist | The power of protest via @TheEconomist https://t.co/A4Fy0mfgEw,original,en
SAY HIS NAME! _ÙÔ__Ù_ GEORGE FLOYD! @Big_MUF_ @ODU @ODUFootball https://t.co/Lld4NQs6tf,original,en
"#GeorgeFloydMurder  The Economist: #GeorgeFloyd has suddenly become the keystone of a movement that has seized all of America. Still more remarkably, he has inspired protests abroad, from Brazil to Indonesia, and France to Australia. https://t.co/xb2I5tSEON https://t.co/VgIM5GyuXX",original,en
I want police accountability b/c the police should be held accountable to the people they serve. @hmckean we need you to defend SB217 &amp; end qualified immunity which has shielded officers from accountability &amp; denied families justice. Protect POC from police violence. #BLM #coleg,original,en
"Nope, no ""antifa"" organized troubles, despite what the #LiarInChief #DictatorTrump says  https://t.co/dSMQmCjszk",original,en
The Rev. Jesse Jackson: ‰Û÷Every City Has Its George Floyd‰Ûª via @thenation https://t.co/Lo747njwDK,original,en
"@AGAshleyMoody, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/nArtGvsgvk)  #BlackLivesMatter",original,en
Brevard County Sherrifs Department: Ban the vascular choke hold that killed George Floyd in Brevard County - Sign the Petition! https://t.co/CQ4gTWmCrt via @Change,original,en
Race and Police Brutality: Roots of an Urban Dilemma' disputes standard explanations of police brutality against minority citizens to offer new insights and suggestions on dealing with this problem. Read this insightful ebook at https://t.co/i5pxGmdDqp #BLM #BlackLivesMatter https://t.co/9VQIJCVpne,original,en
Tim Walz (Governor of Minnesota): Charge the Hennepin County Medical Examiner for minimizing George Floyd's C‰ÛÜ.‰ÛÜO‰ÛÜ.‰ÛÜD. - Sign the Petition! https://t.co/GB6d7TrQIz via @Change,original,en
Rest In Power': George Floyd eulogized in emotional funeral procession https://t.co/BFXcR2yKQe via @YouTube,original,en
Many diverse voices have come together to rally for Black lives and to defund the police; some of them are from right within our own coffee communities. We talk with some POC-owned cafes about what they‰Ûªre doing for the movement. https://t.co/gGXAN8lKPY,original,en
I want police accountability b/c the police should be held accountable to the people they serve. @Bri4CO we need you to defend SB217 &amp; end qualified immunity which has shielded officers from accountability &amp; denied families justice. Protect POC from police violence. #BLM,original,en
"@marcorubio, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/nArtGvsgvk)  #BlackLivesMatter",original,en
Tucker Carlson‰Ûªs Fox News Show Loses Disney &amp; Other Advertisers Over George Floyd Killing &amp; Black Lives Matter POV https://t.co/cDsZNNpPuV #SmartNews,original,en
"""Right now, our conversations and our action on #racism should begin with #police accountability""  To honour #GeorgeFloyd, we must learn the lessons of the Lawrence inquiry - by @rydermc   https://t.co/kIbjQ7Tb8h",original,en
DIRECT DEMOCRACY IS THE TYPE OF GOVERMENT WE NEED AFTER WE DEFUND THE POLICE NEXT IS GOVERMENT ITS GOT TO CHANGE ‰Ñ•üWE COULD RUN OURSELVES VOTE ON EVERY POLICY #TulsaMassacre #thursdayvibes #malamjumat #blacklivesmatter #mercycherono #isyourmanyourman #voguechallange #JuneBNK48 https://t.co/TAff57XBrk,original,en
"Bro?!? That cop who murdered George Floyd raised 1,000,000 for bail through donations. What in the world?",original,en
"@realDonaldTrump has managed to let unemployment in America rise over 20% , 115,000 DEAD , Enable racism and police brutality causing a global protest for #BLM. America is hurting bad , and all we need is leadership. This is a real depressing term. Nothing but hate and division. https://t.co/vq52iXKqdi",original,en
"@repdelgado, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/g7lqLwIZOa)  #BlackLivesMatter",original,en
"Instead of sending a tweet or crafting a statement regarding George Floyd's murder, Dwayne Haskins sent a clear message attending the first protest of his life last Saturday. Both he and coach Ron Rivera made it clear they're committed to actionable change https://t.co/MEd9MSnkpd",original,en
"@SenSchumer, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/g7lqLwIZOa)  #BlackLivesMatter",original,en
#TechnoCool: Startups Weekly: The George Floyd protests come home to the tech industry - TechCrunch  #entrepreneur #venturecapital #vc #startups  Read More Here: https://t.co/MAFMlL8PuC,original,en
Tucker Carlson's Fox News show loses Disney and other advertisers over George Floyd killing and Black Lives Matter POV https://t.co/vAEs6VtMU0,original,en
"@NYSComptroller, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/g7lqLwIZOa)  #BlackLivesMatter",original,en
"As long as we‰Ûªve got people vandalizing George Floyd murals and a ‰ÛÏPresident‰Û holding hate rallies in the home of the Tulsa race massacre on Juneteenth, you can take your ‰ÛÏall lives matter‰Û and cram it up your ass.",original,en
"Fuck 'All Lives Matter' Fuck 'Police Lives Matter' Fuck 'Irish Lives Matter' Fuck J.K. Rowling Fuck Graham Lineham  The UK has such a superiority complex. I'm tired of it - so, so fucking tired.  #BlackLivesMatter #TransLivesMatter  Educate yourself or go fuck yourself",original,en
I want police accountability b/c the police should be held accountable to the people they serve. @RepJeniArndt we need you to defend SB217 &amp; end qualified immunity which has shielded officers from accountability &amp; denied families justice. Protect POC from police violence. #blm,original,en
"Just so I‰Ûªm clear... when I say ‰ÛÏabolish the police, what I actually mean is ABOLISH THE FUCKING POLICE. #AbolishThePolice #BlackLivesMatter #protests #DenverProtest",original,en
"@NewYorkStateAG, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/g7lqLwIZOa)  #BlackLivesMatter",original,en
"@LtGovHochulNY, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/g7lqLwIZOa)  #BlackLivesMatter",original,en
"The fact that the police officer who was a part of George Floyd‰Ûªs death got set free due to a Go Fund Me page, actually makes me believe people don‰Ûªt have a frontal lobe. THATS ONE MIL BRO. Now he‰Ûªs walking away with a smile. GOOD_ÙÔ_Ù_ JOB_ÙÔ_Ù_ TO_ÙÔ_Ù_ THOSE_ÙÔ_Ù_ WHO_ÙÔ_Ù_ DONATED_ÙÔ_Ù_",original,en
"@nygovcuomo, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/g7lqLwIZOa)  #BlackLivesMatter",original,en
"Demand justice for James Scurlock, killed by Omaha racist during George Floyd protest - Sign the Petition! https://t.co/zVWfWg4P63 via @UKChange",original,en
